age,age_basket,job,marital,education,balance,balance_basket,default,housing,loan,contact,day,month,duration,duration_mins,duration_bucket,campaign,campaign_capped,pdays,previous,poutcome,term_deposit,term_deposit_numeric
40,35-49,technician,divorced,tertiary,4736,High (2K+),no,yes,no,cellular,11,feb,285,4.75,3-5 mins,2,2,-1,0,unknown,yes,1
28,25-34,admin.,married,tertiary,174,Low (0-500),no,yes,yes,cellular,11,feb,56,0.93,<1 min,1,1,184,2,failure,no,0
54,50-66,management,divorced,tertiary,26306,High (2K+),no,yes,no,cellular,11,feb,27,0.45,<1 min,1,1,84,3,failure,no,0
26,25-34,management,single,tertiary,1222,Medium (500-2K),no,no,yes,cellular,11,feb,108,1.8,1-3 mins,1,1,-1,0,unknown,no,0
58,50-66,management,divorced,tertiary,26831,High (2K+),no,no,no,cellular,11,feb,56,0.93,<1 min,18,10,-1,0,unknown,no,0
58,50-66,technician,married,primary,4198,High (2K+),no,no,no,cellular,11,feb,309,5.15,5-10 mins,5,5,-1,0,unknown,no,0
19,18-24,student,single,unknown,0,Negative,no,no,no,cellular,11,feb,123,2.05,1-3 mins,3,3,-1,0,unknown,no,0
31,25-34,management,single,secondary,0,Negative,yes,no,no,cellular,11,feb,112,1.87,1-3 mins,4,4,85,2,failure,no,0
30,25-34,services,single,secondary,1599,Medium (500-2K),no,no,no,cellular,11,feb,152,2.53,1-3 mins,2,2,-1,0,unknown,yes,1
41,35-49,technician,married,secondary,1066,Medium (500-2K),no,no,no,cellular,11,feb,109,1.82,1-3 mins,3,3,-1,0,unknown,yes,1
46,35-49,management,married,tertiary,2732,High (2K+),no,yes,no,telephone,11,feb,184,3.07,3-5 mins,2,2,-1,0,unknown,no,0
31,25-34,management,married,tertiary,2603,High (2K+),no,yes,no,cellular,11,feb,280,4.67,3-5 mins,4,4,-1,0,unknown,yes,1
22,18-24,student,single,secondary,381,Low (0-500),no,no,no,cellular,12,feb,227,3.78,3-5 mins,1,1,-1,0,unknown,yes,1
20,18-24,student,single,secondary,1191,Medium (500-2K),no,no,no,cellular,12,feb,274,4.57,3-5 mins,1,1,-1,0,unknown,no,0
22,18-24,admin.,single,secondary,33,Low (0-500),no,no,no,cellular,12,feb,369,6.15,5-10 mins,1,1,-1,0,unknown,yes,1
37,35-49,admin.,married,secondary,1314,Medium (500-2K),no,yes,no,cellular,12,feb,118,1.97,1-3 mins,4,4,210,3,failure,yes,1
83,67+,retired,single,primary,3349,High (2K+),no,no,no,telephone,12,feb,89,1.48,1-3 mins,1,1,-1,0,unknown,no,0
71,67+,retired,married,unknown,362,Low (0-500),no,no,no,telephone,12,feb,139,2.32,1-3 mins,2,2,-1,0,unknown,no,0
33,25-34,management,married,tertiary,1778,Medium (500-2K),no,no,no,cellular,12,feb,388,6.47,5-10 mins,1,1,-1,0,unknown,yes,1
48,35-49,management,single,tertiary,5689,High (2K+),no,no,no,cellular,12,feb,262,4.37,3-5 mins,1,1,-1,0,unknown,yes,1
85,67+,retired,married,primary,12114,High (2K+),no,no,no,telephone,12,feb,165,2.75,1-3 mins,2,2,-1,0,unknown,yes,1
43,35-49,management,divorced,tertiary,36,Low (0-500),no,no,no,cellular,13,feb,61,1.02,1-3 mins,1,1,193,1,failure,no,0
72,67+,retired,married,tertiary,0,Negative,no,no,no,cellular,13,feb,99,1.65,1-3 mins,1,1,-1,0,unknown,yes,1
46,35-49,admin.,divorced,secondary,2232,High (2K+),no,no,no,cellular,13,feb,121,2.02,1-3 mins,1,1,-1,0,unknown,yes,1
36,35-49,admin.,single,tertiary,635,Medium (500-2K),no,no,no,cellular,13,feb,56,0.93,<1 min,1,1,-1,0,unknown,no,0
26,25-34,technician,single,tertiary,11862,High (2K+),no,no,no,cellular,13,feb,119,1.98,1-3 mins,1,1,-1,0,unknown,yes,1
37,35-49,technician,married,tertiary,127,Low (0-500),no,yes,no,cellular,13,feb,71,1.18,1-3 mins,1,1,-1,0,unknown,yes,1
63,50-66,retired,divorced,secondary,859,Medium (500-2K),no,no,no,cellular,13,feb,92,1.53,1-3 mins,1,1,-1,0,unknown,no,0
45,35-49,technician,married,secondary,2403,High (2K+),no,no,no,cellular,13,feb,147,2.45,1-3 mins,2,2,84,1,failure,no,0
53,50-66,management,divorced,tertiary,2152,High (2K+),no,no,no,cellular,13,feb,75,1.25,1-3 mins,3,3,-1,0,unknown,yes,1
33,25-34,management,single,tertiary,3552,High (2K+),no,no,no,cellular,13,feb,158,2.63,1-3 mins,2,2,85,3,failure,yes,1
63,50-66,retired,married,tertiary,133,Low (0-500),no,yes,no,cellular,13,feb,104,1.73,1-3 mins,2,2,-1,0,unknown,no,0
27,25-34,admin.,single,tertiary,4991,High (2K+),no,yes,no,cellular,13,feb,123,2.05,1-3 mins,1,1,-1,0,unknown,no,0
54,50-66,management,married,tertiary,2960,High (2K+),no,yes,no,cellular,13,feb,94,1.57,1-3 mins,9,9,85,1,failure,no,0
90,67+,retired,divorced,secondary,1,Low (0-500),no,no,no,cellular,13,feb,152,2.53,1-3 mins,3,3,-1,0,unknown,yes,1
27,25-34,self-employed,single,tertiary,970,Medium (500-2K),no,yes,no,cellular,13,feb,55,0.92,<1 min,2,2,-1,0,unknown,no,0
54,50-66,admin.,divorced,secondary,1872,Medium (500-2K),no,no,no,cellular,13,feb,439,7.32,5-10 mins,5,5,-1,0,unknown,yes,1
67,67+,retired,married,tertiary,1341,Medium (500-2K),no,no,no,cellular,13,feb,706,11.77,10+ mins,1,1,-1,0,unknown,yes,1
27,25-34,student,single,tertiary,3733,High (2K+),no,yes,no,telephone,13,feb,299,4.98,3-5 mins,6,6,-1,0,unknown,yes,1
64,50-66,technician,married,secondary,1473,Medium (500-2K),no,yes,no,cellular,13,feb,121,2.02,1-3 mins,2,2,-1,0,unknown,no,0
42,35-49,management,divorced,unknown,7702,High (2K+),no,no,no,cellular,16,feb,138,2.3,1-3 mins,2,2,-1,0,unknown,yes,1
38,35-49,self-employed,married,secondary,187,Low (0-500),no,no,yes,telephone,16,feb,66,1.1,1-3 mins,21,10,-1,0,unknown,no,0
71,67+,retired,married,primary,4657,High (2K+),no,no,no,cellular,16,feb,93,1.55,1-3 mins,5,5,-1,0,unknown,yes,1
35,35-49,student,single,secondary,188,Low (0-500),no,yes,no,cellular,16,feb,75,1.25,1-3 mins,3,3,200,5,failure,yes,1
58,50-66,retired,married,secondary,4700,High (2K+),no,no,no,telephone,16,feb,93,1.55,1-3 mins,6,6,-1,0,unknown,no,0
44,35-49,admin.,divorced,secondary,397,Low (0-500),no,yes,yes,cellular,16,feb,127,2.12,1-3 mins,1,1,257,1,other,yes,1
42,35-49,unemployed,single,unknown,3274,High (2K+),no,yes,no,cellular,16,feb,137,2.28,1-3 mins,1,1,-1,0,unknown,no,0
47,35-49,entrepreneur,married,tertiary,0,Negative,no,no,no,cellular,16,feb,261,4.35,3-5 mins,2,2,-1,0,unknown,yes,1
44,35-49,admin.,married,tertiary,348,Low (0-500),no,yes,yes,cellular,16,feb,170,2.83,1-3 mins,2,2,-1,0,unknown,yes,1
37,35-49,technician,single,secondary,2442,High (2K+),no,no,no,cellular,16,feb,91,1.52,1-3 mins,3,3,-1,0,unknown,yes,1
37,35-49,services,married,secondary,1543,Medium (500-2K),no,yes,no,cellular,16,feb,138,2.3,1-3 mins,2,2,-1,0,unknown,yes,1
28,25-34,self-employed,single,tertiary,805,Medium (500-2K),no,no,no,cellular,16,feb,331,5.52,5-10 mins,1,1,-1,0,unknown,yes,1
64,50-66,management,married,primary,0,Negative,no,yes,no,cellular,16,feb,65,1.08,1-3 mins,1,1,-1,0,unknown,no,0
27,25-34,self-employed,single,tertiary,516,Medium (500-2K),no,no,no,cellular,16,feb,57,0.95,<1 min,1,1,-1,0,unknown,no,0
82,67+,retired,married,tertiary,278,Low (0-500),no,no,no,cellular,16,feb,223,3.72,3-5 mins,7,7,-1,0,unknown,no,0
21,18-24,blue-collar,single,secondary,2265,High (2K+),no,no,no,cellular,17,feb,92,1.53,1-3 mins,2,2,-1,0,unknown,yes,1
36,35-49,admin.,married,secondary,953,Medium (500-2K),no,yes,no,cellular,17,feb,38,0.63,<1 min,1,1,-1,0,unknown,no,0
51,50-66,technician,married,secondary,195,Low (0-500),no,yes,no,cellular,17,feb,105,1.75,1-3 mins,1,1,92,1,failure,no,0
25,25-34,management,single,tertiary,2506,High (2K+),no,no,no,cellular,17,feb,485,8.08,5-10 mins,1,1,-1,0,unknown,yes,1
63,50-66,retired,married,secondary,1612,Medium (500-2K),no,no,no,telephone,17,feb,233,3.88,3-5 mins,2,2,-1,0,unknown,yes,1
60,50-66,housemaid,divorced,secondary,2063,High (2K+),no,no,no,cellular,17,feb,73,1.22,1-3 mins,2,2,-1,0,unknown,no,0
32,25-34,management,single,tertiary,312,Low (0-500),no,no,no,cellular,17,feb,232,3.87,3-5 mins,2,2,-1,0,unknown,yes,1
51,50-66,technician,married,secondary,196,Low (0-500),no,yes,yes,cellular,17,feb,88,1.47,1-3 mins,1,1,-1,0,unknown,yes,1
59,50-66,management,married,tertiary,1831,Medium (500-2K),no,no,no,cellular,17,feb,122,2.03,1-3 mins,1,1,92,1,failure,no,0
73,67+,retired,married,tertiary,459,Low (0-500),no,no,no,cellular,17,feb,281,4.68,3-5 mins,1,1,-1,0,unknown,yes,1
26,25-34,student,single,secondary,620,Medium (500-2K),no,no,no,cellular,17,feb,104,1.73,1-3 mins,1,1,-1,0,unknown,yes,1
74,67+,retired,married,secondary,1714,Medium (500-2K),no,no,no,telephone,17,feb,127,2.12,1-3 mins,1,1,-1,0,unknown,yes,1
62,50-66,management,divorced,tertiary,5943,High (2K+),no,no,no,telephone,17,feb,196,3.27,3-5 mins,4,4,-1,0,unknown,yes,1
65,50-66,retired,married,tertiary,2416,High (2K+),no,no,no,cellular,17,feb,221,3.68,3-5 mins,2,2,-1,0,unknown,yes,1
57,50-66,blue-collar,married,primary,403,Low (0-500),no,yes,no,telephone,17,feb,63,1.05,1-3 mins,2,2,-1,0,unknown,no,0
47,35-49,technician,married,secondary,335,Low (0-500),no,no,no,cellular,17,feb,226,3.77,3-5 mins,1,1,-1,0,unknown,yes,1
62,50-66,retired,married,unknown,800,Medium (500-2K),no,no,no,cellular,17,feb,737,12.28,10+ mins,1,1,-1,0,unknown,yes,1
38,35-49,admin.,married,secondary,755,Medium (500-2K),no,yes,no,cellular,17,feb,120,2.0,1-3 mins,1,1,-1,0,unknown,yes,1
71,67+,retired,married,secondary,2850,High (2K+),no,no,no,cellular,17,feb,185,3.08,3-5 mins,1,1,-1,0,unknown,yes,1
29,25-34,services,married,secondary,1135,Medium (500-2K),no,yes,no,cellular,17,feb,323,5.38,5-10 mins,1,1,-1,0,unknown,yes,1
26,25-34,admin.,single,secondary,827,Medium (500-2K),no,yes,no,cellular,17,feb,97,1.62,1-3 mins,1,1,-1,0,unknown,no,0
61,50-66,retired,married,primary,197,Low (0-500),no,no,no,cellular,17,feb,113,1.88,1-3 mins,1,1,-1,0,unknown,yes,1
29,25-34,self-employed,single,tertiary,8749,High (2K+),no,no,no,telephone,17,feb,141,2.35,1-3 mins,7,7,-1,0,unknown,no,0
31,25-34,services,single,tertiary,2332,High (2K+),no,no,no,cellular,17,feb,228,3.8,3-5 mins,1,1,-1,0,unknown,no,0
64,50-66,retired,divorced,primary,315,Low (0-500),no,no,no,cellular,17,feb,154,2.57,1-3 mins,1,1,-1,0,unknown,yes,1
57,50-66,retired,divorced,primary,720,Medium (500-2K),no,no,no,telephone,17,feb,202,3.37,3-5 mins,4,4,-1,0,unknown,yes,1
75,67+,retired,married,primary,358,Low (0-500),no,no,no,cellular,17,feb,364,6.07,5-10 mins,11,10,-1,0,unknown,yes,1
54,50-66,management,married,tertiary,511,Medium (500-2K),no,no,no,cellular,17,feb,1201,20.02,10+ mins,3,3,-1,0,unknown,no,0
37,35-49,management,married,tertiary,5355,High (2K+),no,no,no,telephone,17,feb,466,7.77,5-10 mins,4,4,-1,0,unknown,yes,1
68,67+,retired,married,secondary,445,Low (0-500),no,no,no,cellular,18,feb,475,7.92,5-10 mins,1,1,-1,0,unknown,yes,1
29,25-34,management,single,tertiary,5359,High (2K+),no,no,no,cellular,18,feb,147,2.45,1-3 mins,1,1,-1,0,unknown,yes,1
61,50-66,technician,married,tertiary,1263,Medium (500-2K),no,no,no,telephone,18,feb,176,2.93,1-3 mins,4,4,-1,0,unknown,no,0
51,50-66,entrepreneur,married,primary,1443,Medium (500-2K),no,no,no,cellular,18,feb,172,2.87,1-3 mins,10,10,-1,0,unknown,yes,1
41,35-49,technician,divorced,secondary,4047,High (2K+),no,yes,no,cellular,18,feb,343,5.72,5-10 mins,1,1,-1,0,unknown,yes,1
24,18-24,student,single,secondary,23878,High (2K+),no,no,no,cellular,18,feb,185,3.08,3-5 mins,1,1,-1,0,unknown,yes,1
78,67+,retired,married,primary,158,Low (0-500),no,no,no,cellular,18,feb,360,6.0,5-10 mins,1,1,-1,0,unknown,no,0
24,18-24,blue-collar,single,secondary,167,Low (0-500),no,no,yes,cellular,18,feb,134,2.23,1-3 mins,2,2,-1,0,unknown,yes,1
39,35-49,management,single,tertiary,0,Negative,no,yes,no,cellular,18,feb,224,3.73,3-5 mins,3,3,-1,0,unknown,yes,1
59,50-66,retired,married,secondary,26,Low (0-500),no,no,no,cellular,18,feb,92,1.53,1-3 mins,3,3,-1,0,unknown,no,0
59,50-66,unemployed,married,secondary,1047,Medium (500-2K),no,no,no,cellular,18,feb,83,1.38,1-3 mins,3,3,-1,0,unknown,yes,1
85,67+,retired,divorced,primary,7613,High (2K+),no,no,no,cellular,18,feb,355,5.92,5-10 mins,3,3,-1,0,unknown,yes,1
31,25-34,management,married,tertiary,131,Low (0-500),no,no,no,cellular,18,feb,332,5.53,5-10 mins,2,2,-1,0,unknown,yes,1
32,25-34,technician,single,tertiary,2340,High (2K+),no,no,no,cellular,18,feb,89,1.48,1-3 mins,2,2,-1,0,unknown,yes,1
29,25-34,management,single,tertiary,15459,High (2K+),no,no,no,cellular,18,feb,264,4.4,3-5 mins,7,7,-1,0,unknown,yes,1
51,50-66,technician,married,secondary,117,Low (0-500),no,no,no,cellular,18,feb,442,7.37,5-10 mins,2,2,-1,0,unknown,yes,1
39,35-49,technician,married,secondary,2266,High (2K+),no,no,no,cellular,18,feb,208,3.47,3-5 mins,4,4,-1,0,unknown,yes,1
28,25-34,student,single,secondary,0,Negative,no,no,no,cellular,18,feb,209,3.48,3-5 mins,20,10,-1,0,unknown,yes,1
39,35-49,technician,married,secondary,4101,High (2K+),no,yes,no,cellular,18,feb,146,2.43,1-3 mins,2,2,264,1,other,yes,1
28,25-34,admin.,single,secondary,119,Low (0-500),no,no,no,cellular,19,feb,260,4.33,3-5 mins,3,3,-1,0,unknown,no,0
30,25-34,technician,single,tertiary,985,Medium (500-2K),no,yes,no,cellular,19,feb,88,1.47,1-3 mins,2,2,-1,0,unknown,no,0
56,50-66,management,divorced,tertiary,722,Medium (500-2K),no,no,no,cellular,19,feb,134,2.23,1-3 mins,3,3,94,2,failure,no,0
21,18-24,student,single,secondary,164,Low (0-500),no,no,no,cellular,19,feb,78,1.3,1-3 mins,5,5,-1,0,unknown,no,0
44,35-49,management,married,primary,558,Medium (500-2K),no,no,no,cellular,19,feb,268,4.47,3-5 mins,5,5,-1,0,unknown,yes,1
25,25-34,student,married,tertiary,4923,High (2K+),no,yes,yes,cellular,19,feb,266,4.43,3-5 mins,2,2,219,12,other,no,0
26,25-34,admin.,single,secondary,2509,High (2K+),no,no,no,cellular,19,feb,654,10.9,10+ mins,3,3,-1,0,unknown,yes,1
80,67+,retired,married,primary,1021,Medium (500-2K),no,no,no,telephone,26,feb,37,0.62,<1 min,1,1,-1,0,unknown,no,0
28,25-34,management,single,tertiary,1287,Medium (500-2K),no,yes,no,cellular,26,feb,65,1.08,1-3 mins,1,1,-1,0,unknown,yes,1
48,35-49,management,married,tertiary,1808,Medium (500-2K),no,yes,no,cellular,26,feb,245,4.08,3-5 mins,1,1,-1,0,unknown,yes,1
37,35-49,technician,single,secondary,1130,Medium (500-2K),no,no,no,cellular,26,feb,152,2.53,1-3 mins,1,1,-1,0,unknown,yes,1
71,67+,retired,married,tertiary,653,Medium (500-2K),no,no,no,telephone,26,feb,367,6.12,5-10 mins,1,1,-1,0,unknown,yes,1
62,50-66,housemaid,married,unknown,2021,High (2K+),no,no,no,telephone,26,feb,361,6.02,5-10 mins,1,1,-1,0,unknown,yes,1
78,67+,retired,married,primary,2735,High (2K+),no,no,no,telephone,26,feb,418,6.97,5-10 mins,2,2,-1,0,unknown,no,0
26,25-34,blue-collar,single,secondary,834,Medium (500-2K),no,no,no,cellular,26,feb,90,1.5,1-3 mins,1,1,-1,0,unknown,no,0
28,25-34,management,single,tertiary,3611,High (2K+),no,no,no,cellular,26,feb,141,2.35,1-3 mins,2,2,-1,0,unknown,yes,1
36,35-49,management,divorced,tertiary,-1,Negative,no,no,no,cellular,26,feb,88,1.47,1-3 mins,3,3,-1,0,unknown,no,0
25,25-34,student,single,unknown,2503,High (2K+),no,no,no,cellular,26,feb,100,1.67,1-3 mins,2,2,-1,0,unknown,no,0
29,25-34,student,single,secondary,48,Low (0-500),no,no,no,cellular,26,feb,51,0.85,<1 min,1,1,-1,0,unknown,no,0
26,25-34,admin.,single,tertiary,313,Low (0-500),no,no,yes,cellular,26,feb,210,3.5,3-5 mins,2,2,-1,0,unknown,yes,1
43,35-49,unemployed,single,tertiary,983,Medium (500-2K),no,yes,no,cellular,26,feb,97,1.62,1-3 mins,1,1,-1,0,unknown,yes,1
56,50-66,services,divorced,secondary,935,Medium (500-2K),no,no,no,cellular,26,feb,112,1.87,1-3 mins,1,1,227,2,failure,no,0
35,35-49,technician,divorced,secondary,2823,High (2K+),no,yes,no,cellular,26,feb,74,1.23,1-3 mins,1,1,24,1,failure,no,0
34,25-34,services,single,tertiary,88,Low (0-500),no,no,no,cellular,26,feb,180,3.0,1-3 mins,1,1,-1,0,unknown,no,0
54,50-66,blue-collar,married,primary,258,Low (0-500),no,no,no,telephone,26,feb,29,0.48,<1 min,1,1,-1,0,unknown,no,0
27,25-34,unknown,single,secondary,1187,Medium (500-2K),no,no,no,telephone,26,feb,232,3.87,3-5 mins,1,1,101,1,failure,yes,1
29,25-34,admin.,married,tertiary,238,Low (0-500),no,no,no,cellular,26,feb,79,1.32,1-3 mins,1,1,-1,0,unknown,no,0
43,35-49,admin.,married,secondary,477,Low (0-500),no,yes,no,cellular,27,feb,476,7.93,5-10 mins,2,2,-1,0,unknown,no,0
41,35-49,management,married,tertiary,144,Low (0-500),no,no,no,cellular,27,feb,123,2.05,1-3 mins,3,3,-1,0,unknown,no,0
38,35-49,student,single,tertiary,807,Medium (500-2K),no,no,no,cellular,27,feb,74,1.23,1-3 mins,2,2,-1,0,unknown,no,0
49,35-49,self-employed,married,tertiary,503,Medium (500-2K),no,yes,no,cellular,27,feb,118,1.97,1-3 mins,5,5,21,5,failure,no,0
36,35-49,admin.,married,secondary,725,Medium (500-2K),no,yes,no,cellular,27,feb,123,2.05,1-3 mins,3,3,99,8,failure,no,0
45,35-49,management,married,tertiary,273,Low (0-500),no,yes,no,cellular,27,feb,94,1.57,1-3 mins,2,2,-1,0,unknown,no,0
36,35-49,technician,married,secondary,6384,High (2K+),no,yes,yes,cellular,27,feb,59,0.98,<1 min,1,1,101,1,failure,no,0
41,35-49,technician,married,secondary,349,Low (0-500),no,no,yes,cellular,27,feb,48,0.8,<1 min,1,1,-1,0,unknown,no,0
30,25-34,management,single,tertiary,5561,High (2K+),no,yes,no,cellular,27,feb,195,3.25,3-5 mins,1,1,100,1,success,yes,1
53,50-66,technician,married,secondary,264,Low (0-500),no,no,no,telephone,27,feb,429,7.15,5-10 mins,4,4,-1,0,unknown,no,0
30,25-34,technician,single,secondary,601,Medium (500-2K),no,no,no,cellular,27,feb,154,2.57,1-3 mins,1,1,-1,0,unknown,no,0
29,25-34,management,single,tertiary,1275,Medium (500-2K),no,yes,yes,cellular,27,feb,45,0.75,<1 min,1,1,-1,0,unknown,no,0
25,25-34,admin.,single,tertiary,760,Medium (500-2K),no,yes,no,cellular,27,feb,58,0.97,<1 min,2,2,-1,0,unknown,no,0
50,50-66,management,married,unknown,8345,High (2K+),no,no,no,cellular,27,feb,194,3.23,3-5 mins,1,1,261,1,failure,yes,1
34,25-34,blue-collar,married,primary,-398,Negative,no,yes,no,cellular,27,feb,47,0.78,<1 min,8,8,-1,0,unknown,no,0
25,25-34,technician,single,secondary,1231,Medium (500-2K),no,yes,no,cellular,27,feb,412,6.87,5-10 mins,5,5,-1,0,unknown,yes,1
25,25-34,admin.,single,tertiary,3730,High (2K+),no,yes,no,cellular,27,feb,353,5.88,5-10 mins,1,1,-1,0,unknown,yes,1
30,25-34,management,single,tertiary,617,Medium (500-2K),no,no,no,cellular,27,feb,192,3.2,3-5 mins,2,2,-1,0,unknown,yes,1
73,67+,retired,married,tertiary,1641,Medium (500-2K),no,yes,no,cellular,27,feb,49,0.82,<1 min,2,2,-1,0,unknown,yes,1
31,25-34,management,single,tertiary,924,Medium (500-2K),no,no,no,cellular,27,feb,172,2.87,1-3 mins,1,1,-1,0,unknown,yes,1
47,35-49,management,married,tertiary,1147,Medium (500-2K),no,no,no,cellular,27,feb,204,3.4,3-5 mins,1,1,-1,0,unknown,no,0
37,35-49,management,married,tertiary,708,Medium (500-2K),no,yes,no,cellular,27,feb,32,0.53,<1 min,4,4,225,3,failure,no,0
28,25-34,technician,single,tertiary,2489,High (2K+),no,yes,no,telephone,27,feb,342,5.7,5-10 mins,2,2,-1,0,unknown,yes,1
66,50-66,retired,married,secondary,995,Medium (500-2K),no,no,no,cellular,27,feb,131,2.18,1-3 mins,2,2,-1,0,unknown,yes,1
75,67+,retired,married,secondary,1470,Medium (500-2K),no,no,no,telephone,27,feb,49,0.82,<1 min,1,1,-1,0,unknown,no,0
41,35-49,management,married,secondary,280,Low (0-500),no,yes,no,cellular,27,feb,87,1.45,1-3 mins,2,2,-1,0,unknown,yes,1
46,35-49,technician,married,secondary,3434,High (2K+),no,no,yes,cellular,27,feb,115,1.92,1-3 mins,1,1,-1,0,unknown,yes,1
42,35-49,unemployed,married,tertiary,576,Medium (500-2K),no,no,no,cellular,27,feb,156,2.6,1-3 mins,1,1,-1,0,unknown,yes,1
28,25-34,technician,single,secondary,1363,Medium (500-2K),no,no,no,cellular,27,feb,79,1.32,1-3 mins,1,1,-1,0,unknown,yes,1
45,35-49,technician,single,secondary,4367,High (2K+),no,yes,no,cellular,27,feb,71,1.18,1-3 mins,1,1,-1,0,unknown,no,0
37,35-49,admin.,married,secondary,3427,High (2K+),no,no,no,cellular,27,feb,46,0.77,<1 min,1,1,-1,0,unknown,no,0
33,25-34,technician,single,tertiary,1636,Medium (500-2K),no,yes,no,cellular,27,feb,165,2.75,1-3 mins,1,1,-1,0,unknown,yes,1
30,25-34,unknown,single,tertiary,6836,High (2K+),no,no,no,cellular,27,feb,30,0.5,<1 min,3,3,-1,0,unknown,no,0
38,35-49,technician,married,secondary,5115,High (2K+),no,yes,no,cellular,27,feb,99,1.65,1-3 mins,1,1,102,6,success,yes,1
39,35-49,blue-collar,single,primary,581,Medium (500-2K),no,yes,no,cellular,27,feb,233,3.88,3-5 mins,1,1,270,1,other,yes,1
33,25-34,admin.,single,secondary,607,Medium (500-2K),no,no,no,cellular,27,feb,110,1.83,1-3 mins,2,2,-1,0,unknown,yes,1
42,35-49,services,married,secondary,1376,Medium (500-2K),no,yes,no,cellular,2,mar,712,11.87,10+ mins,4,4,-1,0,unknown,yes,1
33,25-34,technician,married,secondary,218,Low (0-500),no,yes,yes,telephone,2,mar,169,2.82,1-3 mins,4,4,-1,0,unknown,no,0
31,25-34,management,married,tertiary,2667,High (2K+),no,yes,no,cellular,2,mar,73,1.22,1-3 mins,2,2,-1,0,unknown,no,0
34,25-34,management,married,tertiary,1036,Medium (500-2K),no,yes,no,cellular,2,mar,78,1.3,1-3 mins,4,4,103,7,failure,no,0
28,25-34,technician,single,tertiary,356,Low (0-500),no,no,no,cellular,2,mar,76,1.27,1-3 mins,2,2,-1,0,unknown,no,0
35,35-49,services,married,secondary,52,Low (0-500),no,yes,no,cellular,2,mar,378,6.3,5-10 mins,4,4,-1,0,unknown,yes,1
36,35-49,technician,divorced,tertiary,1381,Medium (500-2K),no,no,no,cellular,2,mar,149,2.48,1-3 mins,1,1,-1,0,unknown,no,0
55,50-66,technician,married,secondary,0,Negative,no,yes,yes,cellular,2,mar,116,1.93,1-3 mins,1,1,-1,0,unknown,yes,1
62,50-66,unknown,married,secondary,367,Low (0-500),no,no,no,telephone,2,mar,139,2.32,1-3 mins,5,5,-1,0,unknown,no,0
43,35-49,blue-collar,married,primary,3917,High (2K+),no,no,no,cellular,2,mar,154,2.57,1-3 mins,1,1,-1,0,unknown,yes,1
31,25-34,blue-collar,married,tertiary,982,Medium (500-2K),no,yes,yes,cellular,2,mar,142,2.37,1-3 mins,2,2,-1,0,unknown,no,0
45,35-49,admin.,married,secondary,129,Low (0-500),no,yes,no,cellular,2,mar,145,2.42,1-3 mins,1,1,-1,0,unknown,no,0
35,35-49,management,married,tertiary,5367,High (2K+),no,no,no,cellular,2,mar,69,1.15,1-3 mins,1,1,-1,0,unknown,no,0
37,35-49,technician,married,tertiary,549,Medium (500-2K),no,no,no,cellular,2,mar,239,3.98,3-5 mins,1,1,-1,0,unknown,yes,1
26,25-34,admin.,married,secondary,1595,Medium (500-2K),no,no,no,cellular,2,mar,54,0.9,<1 min,1,1,-1,0,unknown,no,0
25,25-34,student,single,secondary,1116,Medium (500-2K),no,yes,no,cellular,2,mar,170,2.83,1-3 mins,3,3,-1,0,unknown,no,0
33,25-34,admin.,married,tertiary,21,Low (0-500),no,no,yes,cellular,2,mar,202,3.37,3-5 mins,2,2,-1,0,unknown,no,0
29,25-34,management,single,tertiary,92,Low (0-500),no,no,no,cellular,2,mar,175,2.92,1-3 mins,5,5,-1,0,unknown,yes,1
